,author,comment,published_at
582,@galaxysudthing,ถึงกาลเวลาจะผ่านไปนานกี่ปี  ผ่านความรักใหม่มาแล้วกี่หน สุดท้ายก็ไปต่อไม่ไหว เพราะรักไม่ไหวที่คนเดิมในใจมันแสดงออกมาในภาพความทรงจำตลอด(คนเก่าทำไว้ดีเกิน)​และได้จบความสัมพันธ์รักใหม่เช่นเดิม,2025-04-09T17:53:10Z
583,@Teeravudnaja,ร้องไห้แล้วครับ 😂,2025-04-09T17:40:31Z
584,@yingying157,ฟังหลายรอบ ชอบมาก ทรีแมนดาวน์ทั้งใจ ❤️,2025-04-09T17:33:38Z
585,@Nxtxdx23,แต่งเพลงให้ร้องตามหรือร้องไห้คะ,2025-04-09T17:29:49Z
586,@FirstAitipong,รอคนมาวิเคราะห์ MV ครับ,2025-04-09T17:11:58Z
587,@PPP69B,"ชอบตอนที่พี่เตมองพี่กิตตอนถ่ายรูปอ่ะเเบบกิตทำท่าตามเตทำไม
จากเศร้าอยู่หลุดขำเลย",2025-04-09T17:08:06Z
588,@vatcharapongyimphun8872,👍🏻😊🤘🏻,2025-04-09T17:00:17Z
589,@armnattapol5247,เรากับแฟนรักกันดีนะ แต่ฟังเพลงนี้แล้วรู้สึกอกหัก😂,2025-04-09T16:45:13Z
590,@บทบาทตัวโกง-ด2น,ฉันผู้ไม่สามารถ เอาใครมาแทนที่เทอได้เลย🥹,2025-04-09T16:30:02Z
591,@clipshotcut6988,นึกถึงตัวเองสมัยก่อนเพื่อนอีกคนชอบรุ่นพี่  แต่รุ่นพี่ดันมาชอบผม   เพื่อนผมทำทุกอย่างให้เขาชอบ แต่รุ่นพี้คนนั้นก็ยังไม่สนใจ    แต่สุดท้ายผมก็ไม่เคยสนใจหรือชอบรุ่นพี่คนนั้นเลยเขาพยายามเข้าหาผมแต่ผมก็ไม่เคยสนใจหนีห่างตลอด ด้วยความที่เราติดเล่นไม่รู้จักความรัก  จนวันสุดท้ายรุ่นพี่ร้องไห้ต่อหน้าผม ด้วยความที่เราติดเล่นไม่รู้จักความรัก  จากวันนั้นผมก็ไม่เจอกันอีกเลยจนรุ่นพี่จบ ม.ต้น ก็ย้ายออก  หลังจากนั้น 10 ปีผ่านไป ก็ได้รู้ข่าว รุ่นพี่คนนั้นเสียชีวิต ไปแล้ว  สุดท้ายก็มานั่งเสียใจ ทำไมเราไม่ไปขอโทษกับสิ่งที่เราทำไว้กับเขาในตอนที่เขามีชิวิต  แต่มาเสียใจ ตอนที่เขาจากไปไม่มีวันกลับแทน   #ขอโทษพี่น้ำหวาน,2025-04-09T16:28:11Z
592,@tuodtongtongsear3643,MV อารมณ์ยุค2000ต้นๆดีนะ,2025-04-09T16:26:13Z
593,@dewzakii,พี่กิตร้องเพลงไป เราจะร้องไห้เอง 🥲,2025-04-09T16:19:33Z
594,@namthipbuatree105,♥️,2025-04-09T16:11:27Z
595,@beernaphatson2153,ชอบวงนี้สุดๆๆ ชอบทุกเพลง,2025-04-09T16:07:22Z
596,@khanchitลิงกัง,กว่าจะกล้าเปิดใจรักใครคนหนึ่งเข้ามาในชีวิต มันไม่ใช่เรื่องง่ายเลย ✌🏻,2025-04-09T16:06:27Z
597,@phichitphongchanonjitsiri575,"""ไม่กล้าไปรักคนอื่นเลยแม้แต่ตัวฉันเองยังไม่กล้าเลย""",2025-04-09T15:54:22Z
598,@kittipongsangthongsuksri6338,รักเธอคนเดิมไม่ไหว พยายามแล้ว จะพยายามต่อไปนะ ต่อให้แผลเป็นตรงกลางใจที่เธอทำไว้จะไม่หาย แต่ตอนนี้เราก็รักกันดีแล้วเนอะ.....หวังว่าจะไม่มีแผลใหม่นะ...,2025-04-09T15:51:25Z
599,@kittipongsangthongsuksri6338,มีกลิ่นอายของ bodyslam แต่ฟังแล้วมันโครต TMD เลย ขอบคุณพี่ๆที่สร้างสรรค์เพลงดีๆแบบนี้ออกมา เหตุผลที่ผมต้องอยู่ก่อนโลกจะแตกคือรอพี่ๆ TMD ปล่อยเพลงใหม่นี่แหละ ขอบคุณพี่ๆมากๆนะคับ😊😊,2025-04-09T15:44:32Z
600,@VisatornGolfinity,ดูทรงแล้วน่าจะมีภาคต่อ,2025-04-09T15:44:01Z
601,@josstyodd1,❤️‍🩹,2025-04-09T15:34:11Z
602,@panaratsukrat4664,เพลงดีเหมือนเดิม เพิ่มเติมคือเศร้าและอินตามสุด🥹,2025-04-09T15:33:39Z
603,@hrakira4423,Into เพลงใหม่ขึ้นแล้ว แล้วเพลงใหม่ อยู่ไหน เพราะทุกเพลงจริงๆ,2025-04-09T15:27:47Z
604,@Atthaporn2547,เข้าไอจีกี่โมง ❤,2025-04-09T15:24:00Z
605,@pipatng8919,สรุป กิตชอบเต เตชอบมือเบส มือเบสชอบกิต,2025-04-09T15:20:56Z
606,@ธงชัยไชยนาง,"ถ้าเธอรักฉันจริง ได้โปรดทิ้งฉันไป
อุ๊ยขอโทษครับคนละเพลง",2025-04-09T15:05:45Z
607,@พรหมรินทร์-ข3ษ,ฟังจบแล้วครับ เพลงใหม่มาต่อได้เลย,2025-04-09T15:02:23Z
608,@put1449,"รักต้อง ใช้ สมอง
ไม่ใช่ ใช้หัว ค....",2025-04-09T14:57:29Z
609,@ละอ่อนน้อย-ม5ญ,ทำไมต้องเป็น มือเบส นะ T_T,2025-04-09T14:57:16Z
610,@หนูเทวดา,ทำไมผู้หญิงถึงตายตอนจบอะหมายความว่าไงครับ😮,2025-04-09T14:55:28Z
611,@owenazq,TMD ทำเพลงเศร้าออกมาเยอะๆนะ ฟังแต่ละเพลงแล้วเจ็บปวดดี.,2025-04-09T14:51:35Z
612,@LanlaangSiow,ยังมีเพียงเธอ…เธอจะรู้มั้ยว่าเรายังรออยู่ คิดถึงเสมอเลยน่ะ คิดถึงกันบ้างมั้ยแร่😀,2025-04-09T14:37:53Z
613,@ss.double,จะมีอยู่คนนึง.. ที่ยังอยู่ในใจเสมอ,2025-04-09T14:32:27Z
614,@Jakun212,อธิบาย MV นี้ที ครับ,2025-04-09T14:28:03Z
615,@onetwo4674,🤩🤩🤩,2025-04-09T14:20:31Z
616,@milkky35,💕,2025-04-09T14:17:08Z
617,@หนุ่มจืดด,👍,2025-04-09T14:07:35Z
618,@airi_sh,"Three Man Down did it again, this stabbed me so hard",2025-04-09T14:00:32Z
619,@bankcatmini,"มือกลองชอบนักร้อง นักร้องชอบมือเบส มือเบสชอบมือกลอง 
หอมกลิ่นเพลงรักสามเศร้า",2025-04-09T13:56:24Z
620,@bikelucifer,เขาชื่ออะไร Clash ภาค2,2025-04-09T13:49:37Z
621,@KittikonAiamaot,MVปวดตับมาก😭,2025-04-09T13:48:03Z
622,@ooofang6454,ตอนจบ ดีและ  ผู้หญิงโดนรถชน 🤭🤭🤭,2025-04-09T13:42:26Z
623,@wichudas.2196,เธอคงคิดว่าฉันนั้นลืมไปแล้ว 🙂,2025-04-09T13:34:53Z
624,@talove9892,พี่กิต  หน้าเปลี่ยนไปมาก  เมื่อก่อนหล่อแบบใสๆ  ตอนนี้ หล่อแบบ แมนๆ ขึ้น  ไว้หนวดด้วย  ตัวหนา ขึ้นด้วย,2025-04-09T13:24:44Z
625,@จิรวัฒน์ระมุลตรี,❤,2025-04-09T13:16:19Z
626,@อาทิตญาพลชิต,พี่กิตออกเพลงแต่ล่ะเพลงเพราะมากค่ะ❤❤❤,2025-04-09T13:09:14Z
627,@tmoytoy,ลงเพลงต่อไปได้เลยครับ,2025-04-09T13:06:38Z
628,@NoName-c8w6u,แม่งเริ่มใหม่กับใครไม่ไหวเลยจริงๆ 😭,2025-04-09T13:03:38Z
629,@gunkistaruraksli4269,ดูแล้วคิดถึง suck seed ยุคนั้นโครตดี,2025-04-09T12:55:00Z
630,@yingying157,รักใครไม่ไหว 😢,2025-04-09T12:54:54Z
631,@sontayaikle5464,แอดวี เป็นหมั่นแล้วนะคับ😂รักเมียๆ,2025-04-09T12:50:32Z
632,@PongChanden,กูไม่รู้ว่ามึงอ่อนเเบบนี้,2025-04-09T12:50:06Z
633,@lunariansmith2417,อยากรู้ว่าพี่กิตสับpremier pro มั้ยคะ mv นี้,2025-04-09T12:47:13Z
634,@TanaponWongsawat,ผมก็ไม่ได้อยากจะจมแบบนี้อยากเดินไปให้ไหว ใครก็ได้ช่วยมาทำให้ผมตกหลุมรักจนลืมเขาไปที😢,2025-04-09T12:34:13Z
635,@panidaprince2846,อยากมีใครสักคนที่ทำให้เราได้รักไหว 😂,2025-04-09T12:31:54Z
636,@alightedandsang,ขอบคุณ three man down ที่ออกเพลงดีๆเสมอเลยน้า🤍,2025-04-09T12:19:00Z
